Date;Open;High;Low;Close;Volume
13/01/24;165.80;171.58;165.04;171.48;19,860,900
06/01/24;158.69;165.98;157.89;165.80;17,641,300
30/12/23;162.83;163.29;158.67;159.16;15,322,500
23/12/23;162.23;164.18;162.05;163.55;9,603,900
16/12/23;162.23;163.33;159.53;162.14;17,732,400
09/12/23;162.68;166.34;160.15;162.23;33,504,000
02/12/23;160.29;162.79;159.97;161.96;22,117,500
25/11/23;154.99;160.59;154.75;160.55;21,899,800
18/11/23;152.51;155.71;152.35;155.18;11,361,900
11/11/23;148.46;153.50;147.35;152.89;19,547,300
04/11/23;147.89;149.68;145.28;149.02;18,357,400
28/10/23;143.19;148.45;142.58;147.90;22,958,800
21/10/23;136.63;144.70;135.87;142.52;30,227,400
14/10/23;139.28;140.62;136.31;137.16;21,043,800
07/10/23;142.30;143.42;138.27;138.46;16,385,600
30/09/23;140.04;142.94;139.86;142.03;15,932,300
23/09/23;146.57;147.43;139.61;140.30;23,445,500
16/09/23;145.77;151.93;144.66;146.91;23,592,500
09/09/23;148.57;148.78;145.53;145.99;19,313,600
02/09/23;147.91;149.00;147.12;147.68;13,719,200
26/08/23;145.41;148.10;145.21;147.94;15,198,000
19/08/23;141.42;145.47;141.11;145.35;15,614,700
12/08/23;143.05;143.37;139.76;141.41;18,825,100
05/08/23;145.00;146.50;142.21;143.12;19,428,000
29/07/23;143.81;146.09;142.17;144.24;24,068,200
22/07/23;139.35;143.95;138.78;143.45;24,310,400
15/07/23;133.26;140.32;133.10;138.94;29,294,400
08/07/23;131.76;135.33;131.70;133.40;15,108,700
01/07/23;133.42;134.35;131.55;132.08;10,922,300
24/06/23;129.39;135.03;129.31;133.81;18,695,500
17/06/23;136.36;137.23;129.18;129.43;27,110,100
10/06/23;136.00;139.47;135.82;137.48;24,222,400
03/06/23;133.12;136.10;131.88;135.30;21,173,500
27/05/23;129.56;133.12;127.46;132.42;24,841,300
20/05/23;127.50;129.66;125.01;128.89;21,030,100
13/05/23;123.00;128.29;122.34;127.26;18,282,900
06/05/23;123.76;123.92;120.55;122.84;20,400,000
29/04/23;126.35;126.75;121.76;123.65;21,163,500
22/04/23;125.55;127.25;124.56;126.41;20,654,900
15/04/23;128.30;130.98;125.27;125.73;30,345,900
08/04/23;129.83;131.10;126.00;128.14;19,506,400
01/04/23;130.97;132.61;130.32;130.50;13,172,200
25/03/23;126.47;131.48;126.47;131.09;20,779,100
18/03/23;124.31;127.22;122.60;125.29;20,457,800
11/03/23;125.15;128.19;121.71;123.69;66,131,400
04/03/23;129.64;130.86;125.13;125.45;20,909,600
25/02/23;131.42;131.87;127.71;129.64;17,865,500
18/02/23;134.00;134.39;128.86;130.57;14,198,800
11/02/23;136.00;137.39;133.89;135.02;16,543,600
04/02/23;135.83;136.74;133.34;135.60;22,141,000
28/01/23;134.32;136.95;132.80;136.94;27,874,500
21/01/23;141.40;142.99;132.98;134.39;43,345,100
14/01/23;146.42;147.18;139.75;141.20;21,419,300
07/01/23;144.08;146.66;142.90;145.89;14,580,100
31/12/22;141.10;144.25;140.01;143.70;13,648,400
24/12/22;141.73;142.81;139.45;140.89;10,477,100
17/12/22;140.16;143.09;137.20;141.65;19,662,700
10/12/22;147.82;153.21;138.97;140.16;33,571,600
03/12/22;147.94;149.15;146.29;147.05;15,316,800
26/11/22;147.98;150.01;145.67;148.67;20,066,300
19/11/22;147.55;150.46;146.45;148.37;16,271,700
12/11/22;142.63;148.31;142.00;147.64;22,081,500
05/11/22;136.64;144.13;136.51;143.17;25,066,200
29/10/22;138.06;140.17;133.97;136.96;22,486,800
22/10/22;130.90;138.86;129.85;138.51;26,666,200
15/10/22;121.80;130.85;121.43;129.90;37,309,900
08/10/22;119.79;122.54;115.55;120.04;22,971,800
01/10/22;120.16;126.46;118.07;118.82;21,615,000
24/09/22;122.30;124.26;118.61;118.81;22,265,200
17/09/22;126.49;128.06;121.74;122.71;19,450,800
10/09/22;130.33;130.99;123.83;127.27;27,107,200
03/09/22;127.80;129.49;126.28;129.19;12,005,100
27/08/22;129.99;131.42;127.24;127.79;15,118,100
20/08/22;137.65;137.85;130.34;130.38;16,982,100
13/08/22;132.96;139.34;132.24;138.37;17,105,900
06/08/22;133.10;134.09;129.12;134.01;17,250,000
30/07/22;130.75;132.86;130.51;132.48;17,400,500
23/07/22;128.44;131.00;127.58;130.79;22,223,800
16/07/22;140.15;140.31;125.13;128.25;66,246,800
09/07/22;140.62;141.87;135.02;139.92;21,081,000
02/07/22;139.97;141.32;135.27;140.47;16,228,300
25/06/22;142.26;144.16;139.26;141.12;21,052,200
18/06/22;135.90;142.37;135.90;142.06;23,921,700
11/06/22;133.97;138.45;132.85;135.02;34,055,600
04/06/22;142.98;144.73;135.25;136.19;18,910,200
28/05/22;138.20;142.58;136.81;141.18;19,861,600
21/05/22;129.50;139.74;129.42;139.27;19,617,800
14/05/22;133.10;138.37;125.80;128.48;27,360,500
07/05/22;134.41;136.35;128.43;133.60;31,171,300
30/04/22;133.00;137.99;130.89;137.67;27,098,500
23/04/22;137.59;139.87;132.00;132.21;24,626,600
16/04/22;126.60;141.88;125.53;138.25;47,145,700
09/04/22;127.95;130.58;124.91;126.56;15,342,600
02/04/22;130.26;131.23;126.73;127.73;16,556,700
26/03/22;130.82;133.08;128.06;130.15;19,183,800
19/03/22;129.00;131.40;127.40;131.35;15,500,600
12/03/22;124.45;128.93;122.69;128.76;22,741,100
05/03/22;126.47;128.35;123.13;123.96;23,784,900
26/02/22;122.21;127.35;120.70;126.62;26,131,000
19/02/22;124.20;125.00;118.81;124.18;20,460,200
12/02/22;132.59;132.65;123.61;124.35;26,021,100
05/02/22;137.45;138.35;132.38;132.69;23,489,100
29/01/22;134.09;138.82;132.30;137.15;27,665,400
22/01/22;127.99;137.34;124.19;134.50;52,504,500
15/01/22;132.95;133.90;129.27;129.35;20,535,600
08/01/22;134.47;136.20;127.97;134.21;32,068,700
01/01/22;134.07;142.20;132.51;134.83;36,009,000
25/12/21;130.63;134.99;129.95;133.66;18,499,200
18/12/21;125.72;130.96;124.70;130.63;17,369,600
11/12/21;123.76;128.64;120.79;127.40;35,213,100
04/12/21;119.40;125.33;119.40;124.09;25,031,500
27/11/21;118.62;119.61;116.45;118.84;36,058,000
20/11/21;116.00;118.81;114.56;115.81;17,871,800
13/11/21;119.54;120.16;115.27;116.05;24,267,500
06/11/21;123.99;124.78;118.78;118.96;29,193,800
30/10/21;119.55;123.77;118.39;123.61;30,569,199
23/10/21;121.92;122.99;119.14;119.60;35,865,352
16/10/21;137.67;138.57;121.04;122.26;62,479,254
09/10/21;137.19;138.48;133.52;138.25;17,009,948
02/10/21;136.46;139.58;134.69;136.92;28,462,916
25/09/21;131.89;137.64;130.44;137.02;24,917,707
18/09/21;128.01;132.39;126.94;131.44;19,272,549
11/09/21;132.31;132.88;129.11;129.28;21,053,470
04/09/21;133.51;133.64;130.98;130.99;14,386,475
28/08/21;133.37;134.74;132.72;133.44;13,955,523
21/08/21;133.48;134.61;132.31;133.28;12,945,506
14/08/21;136.93;137.42;131.18;132.99;16,932,230
07/08/21;135.95;137.27;134.17;136.88;19,312,089
31/07/21;135.23;138.34;134.83;137.75;17,184,211
24/07/21;135.17;137.32;134.60;134.76;16,875,746
17/07/21;130.45;138.55;130.22;135.12;36,386,574
10/07/21;135.21;135.72;132.50;132.79;19,517,733
03/07/21;133.83;135.74;131.07;135.30;22,535,965
26/06/21;140.54;141.01;133.33;133.86;30,396,551
19/06/21;137.77;140.60;137.72;140.38;17,916,934
12/06/21;144.08;144.39;136.75;136.83;24,330,901
05/06/21;141.06;146.12;140.70;144.63;23,056,874
29/05/21;138.62;141.06;137.43;140.94;13,025,733
22/05/21;138.68;139.00;136.75;137.42;19,333,742
15/05/21;138.09;139.39;134.72;138.37;21,491,012
08/05/21;139.39;141.85;134.93;138.32;28,673,579
01/05/21;137.49;141.98;137.24;139.06;33,044,081
24/04/21;136.16;142.20;134.37;135.64;26,766,094
17/04/21;127.72;138.37;126.75;136.17;49,418,898
10/04/21;129.08;129.42;124.65;127.72;28,065,540
03/04/21;127.76;130.68;127.53;129.76;20,061,652
27/03/21;130.00;131.04;126.45;127.37;19,280,081
20/03/21;122.85;130.48;122.27;130.38;24,735,703
13/03/21;122.15;125.24;121.74;123.23;29,336,011
06/03/21;117.58;122.98;117.48;122.00;30,598,638
27/02/21;115.06;118.31;113.54;117.43;34,163,302
20/02/21;113.29;118.88;113.23;113.70;32,398,072
13/02/21;114.87;115.62;113.17;113.76;23,614,183
06/02/21;117.23;118.53;114.81;115.49;25,861,932
30/01/21;114.63;116.45;112.93;116.43;29,743,637
23/01/21;113.54;119.30;112.28;113.87;59,033,311
16/01/21;123.59;126.42;112.20;113.39;64,432,972
09/01/21;122.32;124.44;120.90;122.74;30,791,624
02/01/21;120.32;126.08;117.63;122.88;29,742,068
26/12/20;119.60;121.03;117.82;120.34;14,703,517
19/12/20;118.52;119.70;116.37;119.21;15,592,513
12/12/20;119.81;121.00;118.01;120.32;26,439,847
05/12/20;120.93;122.07;118.17;118.80;30,869,133
28/11/20;118.64;121.78;117.03;121.61;26,211,505
21/11/20;112.27;119.80;112.11;118.88;20,532,979
14/11/20;113.10;113.65;110.79;111.80;23,533,536
07/11/20;112.70;114.47;108.49;111.71;31,469,329
31/10/20;107.70;110.56;106.27;109.02;26,638,796
24/10/20;109.42;109.85;101.26;106.75;38,961,931
17/10/20;121.22;121.75;108.01;110.90;52,806,578
10/10/20;122.44;122.61;118.40;120.39;22,870,791
03/10/20;116.48;129.54;115.73;122.17;45,376,316
26/09/20;115.27;117.88;113.59;115.27;15,704,435
19/09/20;115.18;116.24;111.36;113.72;19,569,090
12/09/20;116.98;120.29;116.41;117.36;19,777,768
05/09/20;116.79;118.26;114.95;116.12;17,266,845
29/08/20;119.74;124.24;115.91;116.92;27,520,887
22/08/20;118.35;121.24;117.93;119.57;17,739,219
15/08/20;119.74;120.07;116.93;117.74;16,665,604
08/08/20;119.90;124.73;118.46;119.76;19,491,059
01/08/20;118.07;121.18;116.78;119.46;18,493,177
25/07/20;119.37;120.78;115.76;117.53;20,930,042
18/07/20;120.53;126.36;119.64;120.26;43,127,522
11/07/20;114.51;120.11;112.73;119.61;22,984,803
04/07/20;115.92;116.49;110.13;113.15;23,602,990
27/06/20;112.79;116.08;112.21;114.44;17,239,963
20/06/20;116.75;117.50;110.78;112.04;36,649,540
13/06/20;113.95;121.89;113.09;117.08;26,021,342
06/06/20;126.45;129.90;112.66;116.55;35,023,010
30/05/20;119.16;128.33;118.58;126.25;20,423,150
23/05/20;115.97;121.39;115.69;119.41;24,101,932
16/05/20;114.61;117.08;112.42;113.18;20,364,783
09/05/20;116.45;118.85;106.89;111.84;25,363,722
02/05/20;115.51;118.85;114.14;117.58;22,172,062
25/04/20;120.04;123.62;116.05;116.51;27,740,758
18/04/20;113.91;119.50;107.13;119.24;43,392,996
11/04/20;116.28;119.67;109.39;114.84;28,523,688
04/04/20;105.50;117.51;105.29;116.16;24,439,058
28/03/20;103.34;108.80;99.92;101.66;30,217,057
21/03/20;90.44;108.17;86.58;103.28;41,770,754
14/03/20;93.69;102.69;90.54;91.20;49,728,723
07/03/20;114.88;119.39;96.38;103.20;58,188,457
29/02/20;125.00;130.11;119.04;122.11;36,676,316
22/02/20;139.11;141.54;120.80;124.43;40,273,405
15/02/20;143.20;145.21;142.29;143.25;13,067,991
08/02/20;146.24;148.76;143.18;144.07;24,510,500
01/02/20;137.91;151.77;137.57;146.66;45,729,446
25/01/20;132.41;137.72;129.03;137.41;36,321,828
18/01/20;131.75;139.38;131.55;134.38;36,560,315
11/01/20;129.52;132.25;129.13;132.23;22,177,396
04/01/20;127.55;131.81;127.34;130.68;17,623,322
28/12/19;129.25;129.94;126.58;128.43;14,035,960
21/12/19;129.81;130.16;128.69;129.32;9,296,011
14/12/19;129.01;130.42;127.59;129.63;20,958,179
07/12/19;127.49;129.69;127.40;128.31;18,578,320
30/11/19;128.54;128.59;124.94;127.36;18,067,035
23/11/19;128.56;130.16;127.18;128.54;12,018,017
16/11/19;128.39;129.43;126.91;128.43;17,767,774
09/11/19;131.17;131.17;127.47;128.49;16,763,928
02/11/19;130.25;133.02;130.17;131.56;17,970,175
26/10/19;130.02;130.62;127.34;129.57;16,884,219
19/10/19;126.78;129.95;125.14;129.48;20,141,986
12/10/19;136.05;137.40;126.43;128.19;35,150,726
05/10/19;136.00;138.15;132.17;136.48;14,500,907
28/09/19;137.41;140.87;133.06;136.70;16,351,491
21/09/19;134.98;138.71;134.38;136.94;12,805,969
14/09/19;136.29;138.65;134.33;135.64;15,824,515
07/09/19;134.41;139.06;134.28;137.35;18,606,248
31/08/19;128.92;135.47;127.47;134.39;13,246,753
24/08/19;125.29;130.09;123.48;129.57;16,953,464
17/08/19;128.95;130.33;123.16;123.87;17,261,824
10/08/19;129.69;130.56;124.52;127.88;21,412,770
03/08/19;138.60;138.72;129.40;130.14;29,939,867
27/07/19;144.46;146.22;139.19;140.77;23,929,132
20/07/19;143.56;145.26;141.85;144.70;17,566,106
13/07/19;136.61;144.91;135.71;143.10;33,357,568
06/07/19;134.85;136.63;133.01;136.46;13,800,400
29/06/19;133.46;135.58;133.15;135.16;10,305,714
22/06/19;133.08;133.99;131.78;131.84;16,291,973
15/06/19;129.44;133.40;128.78;133.08;16,580,041
08/06/19;128.47;130.46;128.02;129.21;14,353,108
01/06/19;121.51;128.80;121.47;127.45;16,938,191
25/05/19;126.32;126.81;121.27;121.41;15,552,974
18/05/19;127.66;131.03;124.70;126.46;16,272,936
11/05/19;127.42;130.12;125.20;128.41;17,181,387
04/05/19;132.22;134.50;126.60;129.37;20,406,728
27/04/19;133.03;135.57;132.58;134.08;17,543,616
20/04/19;133.29;135.10;131.65;133.31;17,741,206
13/04/19;138.05;139.00;130.27;134.16;28,650,567
06/04/19;136.73;138.09;135.60;138.00;14,304,677
30/03/19;135.29;137.88;135.29;136.98;15,243,568
23/03/19;132.94;135.01;132.27;134.89;14,912,821
16/03/19;133.68;135.87;132.62;133.32;18,705,513
09/03/19;130.05;134.16;129.87;133.30;21,923,637
02/03/19;133.83;133.92;127.71;129.15;19,411,564
23/02/19;133.84;134.31;131.66;133.08;15,975,871
16/02/19;131.75;133.25;131.19;133.13;13,847,680
09/02/19;128.38;132.11;128.02;131.96;18,094,545
02/02/19;128.13;130.64;126.31;127.83;22,880,622
26/01/19;127.25;129.46;126.75;128.20;24,670,642
19/01/19;117.88;129.06;116.20;128.08;46,177,133
12/01/19;115.21;119.24;114.49;118.37;24,702,022
05/01/19;112.33;116.50;111.54;116.12;20,690,821
29/12/18;108.35;112.32;106.78;112.16;18,877,371
22/12/18;105.07;109.75;101.28;108.06;22,625,294
15/12/18;113.83;114.98;105.58;106.06;41,301,728
08/12/18;114.47;118.37;113.31;114.63;24,791,142
01/12/18;120.14;121.02;113.64;114.09;26,991,716
24/11/18;113.16;119.21;112.87;118.80;28,734,772
17/11/18;116.28;116.81;111.57;112.04;18,865,133
10/11/18;118.07;118.14;114.25;116.22;24,591,460
03/11/18;110.99;119.56;110.90;118.11;50,713,113
27/10/18;114.09;118.50;109.07;110.58;91,810,976
20/10/18;123.88;126.10;118.27;119.30;38,665,077
13/10/18;134.21;139.05;122.33;123.42;53,271,002
06/10/18;141.97;142.51;132.68;134.66;28,977,651
29/09/18;145.04;147.57;141.37;142.48;19,814,063
22/09/18;144.46;146.61;141.84;144.56;23,898,799
15/09/18;141.91;145.89;140.98;144.69;39,044,250
08/09/18;140.15;142.73;138.86;141.81;21,232,022
01/09/18;139.56;141.17;138.44;139.05;16,102,752
25/08/18;140.48;141.42;138.86;140.04;16,662,362
18/08/18;139.93;140.69;138.38;139.62;13,590,259
11/08/18;137.81;139.95;135.76;139.64;18,712,208
04/08/18;140.49;141.15;137.55;138.13;17,886,810
28/07/18;138.43;141.41;136.07;141.20;25,486,626
21/07/18;139.91;142.71;138.30;138.77;20,865,294
14/07/18;139.26;143.92;136.46;139.91;38,253,476
07/07/18;136.32;140.52;136.20;139.48;18,190,359
30/06/18;132.20;136.65;132.12;136.21;12,512,565
23/06/18;134.23;135.14;131.41;133.56;26,581,162
16/06/18;137.84;138.16;134.59;135.07;21,550,005
09/06/18;140.17;141.03;137.38;139.00;22,291,306
02/06/18;136.04;140.25;135.93;139.71;19,474,847
26/05/18;136.26;136.81;134.04;135.71;21,279,720
19/05/18;138.58;139.77;136.66;137.32;17,731,164
12/05/18;138.12;138.80;136.63;137.74;17,054,088
05/05/18;137.67;138.48;135.07;137.80;20,942,908
28/04/18;140.40;140.90;133.75;137.58;24,543,971
21/04/18;138.65;140.88;137.77;140.04;26,181,171
14/04/18;151.04;154.88;138.15;138.53;53,479,575
07/04/18;145.12;152.22;145.07;149.82;22,198,839
31/03/18;146.60;148.11;140.97;143.95;21,913,385
24/03/18;144.56;148.06;143.67;146.68;15,765,730
17/03/18;152.69;152.86;142.01;142.34;23,522,552
10/03/18;152.62;154.98;150.80;153.21;27,210,854
03/03/18;147.34;152.56;146.99;152.30;24,520,123
24/02/18;148.96;152.75;145.20;147.70;19,823,270
17/02/18;148.94;149.89;146.07;148.68;16,211,851
10/02/18;144.26;150.85;143.06;149.31;27,361,163
03/02/18;150.95;151.53;138.05;142.93;41,181,962
27/01/18;160.09;160.98;151.88;152.04;23,198,397
20/01/18;154.41;161.30;154.02;159.98;30,001,790
13/01/18;157.84;163.60;154.21;155.23;57,463,056
06/01/18;155.51;157.69;154.59;155.97;23,618,471
30/12/17;147.71;155.74;146.79;155.34;27,610,321
23/12/17;145.80;147.92;145.79;146.67;11,132,579
16/12/17;146.84;147.40;144.83;145.79;21,065,812
09/12/17;148.62;150.91;145.34;145.79;33,475,556
02/12/17;149.10;149.90;146.52;148.00;21,374,383
25/11/17;145.37;148.20;144.95;147.95;25,642,794
18/11/17;144.02;145.75;143.31;145.16;14,475,908
11/11/17;142.33;143.55;139.78;142.42;25,105,883
04/11/17;145.10;145.14;142.58;142.60;22,925,914
28/10/17;147.00;148.12;144.83;144.91;20,510,282
21/10/17;154.92;155.36;146.19;146.92;31,475,081
14/10/17;140.75;155.33;139.75;154.94;60,351,794
07/10/17;140.06;142.40;139.91;140.63;16,932,963
30/09/17;138.96;141.05;138.82;140.04;13,420,179
23/09/17;138.74;140.94;137.87;138.70;19,491,060
16/09/17;138.44;139.47;137.88;138.75;18,074,148
09/09/17;137.23;139.94;136.72;138.45;26,261,503
02/09/17;137.19;138.28;135.41;136.19;14,565,759
26/08/17;137.77;138.20;135.66;137.74;18,660,221
19/08/17;133.45;137.85;133.01;137.42;16,995,930
12/08/17;135.76;137.04;133.44;133.56;19,657,165
05/08/17;138.62;138.71;134.98;135.60;19,217,321
29/07/17;138.03;139.26;137.83;138.78;17,469,140
22/07/17;140.54;141.00;137.32;137.94;22,493,707
15/07/17;146.84;147.50;140.07;140.61;42,200,557
08/07/17;146.19;147.82;145.36;147.46;16,196,368
01/07/17;146.83;149.17;145.45;146.21;12,138,307
24/06/17;147.91;148.90;146.41;147.07;14,220,056
17/06/17;148.67;149.01;146.64;147.33;19,591,161
10/06/17;147.41;150.29;146.21;148.55;25,564,659
03/06/17;145.14;147.48;144.17;147.32;21,661,091
27/05/17;145.27;146.46;144.92;145.36;14,344,007
20/05/17;145.41;146.97;144.58;145.78;15,297,750
13/05/17;144.00;147.36;143.51;145.30;24,965,823
06/05/17;146.08;146.72;143.20;143.76;30,007,752
29/04/17;153.01;153.37;146.27;148.23;30,269,881
22/04/17;154.20;154.91;152.61;153.24;23,833,634
15/04/17;162.28;164.14;152.58;153.33;43,351,052
08/04/17;164.94;164.97;161.55;162.07;15,861,752
01/04/17;166.18;168.58;163.75;164.57;21,608,267
25/03/17;165.10;167.30;164.52;166.48;16,684,223
18/03/17;167.93;168.48;165.20;166.19;17,589,536
11/03/17;170.03;171.13;167.07;167.93;21,629,188
04/03/17;171.82;173.32;168.15;170.01;19,127,888
25/02/17;173.22;174.52;171.40;172.13;15,387,183
18/02/17;172.66;174.47;171.24;173.37;13,685,237
11/02/17;171.36;174.75;170.51;172.72;16,305,257
04/02/17;167.60;171.00;166.71;170.82;16,169,905
28/01/17;169.20;169.28;165.29;168.09;17,739,428
21/01/17;162.60;171.37;162.53;169.50;26,044,667
14/01/17;159.36;163.14;158.51;163.05;28,217,837
07/01/17;162.02;162.33;158.07;159.98;17,479,705
31/12/16;159.66;162.45;158.71;162.07;12,492,901
24/12/16;159.64;160.59;158.22;158.69;8,128,780
17/12/16;159.49;160.85;157.98;159.38;13,817,660
10/12/16;159.39;162.48;157.81;159.40;25,060,069
03/12/16;153.78;159.39;151.94;159.20;17,943,607
26/11/16;156.02;157.42;151.34;152.98;20,263,111
19/11/16;153.62;156.01;153.32;155.97;11,784,132
12/11/16;154.16;154.74;150.62;153.34;16,912,879
05/11/16;147.22;154.24;144.36;154.18;26,456,373
29/10/16;146.04;147.54;145.00;145.73;15,866,459
22/10/16;143.79;147.65;143.24;145.90;16,746,146
15/10/16;147.66;149.03;141.29;143.05;33,190,835
08/10/16;149.82;151.52;145.57;147.66;16,332,976
01/10/16;151.11;151.56;148.05;148.82;11,943,647
24/09/16;147.67;157.74;146.71;151.86;16,529,101
17/09/16;148.06;150.31;147.10;148.16;13,050,315
10/09/16;148.43;151.56;146.47;147.07;22,984,805
03/09/16;152.85;154.65;148.80;148.84;15,701,088
27/08/16;151.85;153.51;151.15;152.53;11,805,783
20/08/16;152.96;154.24;150.91;151.36;14,222,567
13/08/16;155.26;155.80;152.50;153.00;15,557,889
06/08/16;155.57;157.70;154.42;154.83;20,454,740
30/07/16;153.59;156.32;152.77;156.31;15,760,814
23/07/16;154.88;156.41;152.99;153.56;14,382,291
16/07/16;152.29;155.04;150.95;154.94;25,381,190
09/07/16;147.80;154.30;147.71;152.75;19,391,062
02/07/16;144.54;147.80;143.33;147.67;10,683,425
25/06/16;139.75;146.24;136.23;145.65;19,883,100
18/06/16;145.89;148.64;139.75;140.14;23,240,342
11/06/16;144.96;146.00;142.45;145.31;16,578,681
04/06/16;146.36;147.31;145.18;145.67;15,607,471
28/05/16;145.85;147.05;144.88;146.17;14,090,562
21/05/16;141.12;146.20;140.21;146.12;15,594,187
14/05/16;141.16;143.39;137.63;140.77;17,162,665
07/05/16;141.20;144.45;140.54;141.22;17,818,923
30/04/16;140.11;141.46;136.62;140.81;22,029,597
23/04/16;141.64;144.15;137.85;139.52;17,737,231
16/04/16;145.05;146.41;136.34;141.97;39,471,646
09/04/16;143.65;146.04;142.05;145.05;18,246,843
02/04/16;145.64;146.77;141.31;142.78;19,266,902
26/03/16;141.25;146.37;140.76;145.81;21,381,182
19/03/16;140.82;142.72;138.14;141.44;18,422,361
12/03/16;135.76;141.02;134.84;140.62;31,264,417
05/03/16;131.24;136.63;130.85;136.10;24,684,659
27/02/16;126.20;133.29;125.14;131.74;23,596,190
20/02/16;127.23;128.99;123.98;126.22;21,719,353
13/02/16;116.47;128.11;116.00;127.23;25,061,428
06/02/16;120.46;121.90;111.76;115.72;33,507,983
30/01/16;118.93;122.98;116.91;122.92;26,704,275
23/01/16;116.73;119.30;115.34;119.30;28,535,717
16/01/16;124.39;126.29;112.81;117.11;46,261,861
09/01/16;126.01;128.37;123.20;124.31;30,826,980
02/01/16;129.64;130.87;125.54;125.84;26,415,265
26/12/15;131.68;134.26;130.54;131.57;14,161,375
19/12/15;129.86;133.18;128.13;132.17;17,302,304
12/12/15;129.36;133.51;128.13;128.97;29,124,197
05/12/15;134.00;134.24;128.02;128.65;22,338,062
28/11/15;132.51;135.18;131.92;134.25;24,002,877
21/11/15;132.44;133.21;131.09;132.37;13,806,781
14/11/15;125.99;132.81;125.99;132.41;22,055,015
07/11/15;131.85;132.01;125.86;125.96;26,229,915
31/10/15;134.32;136.52;131.81;132.17;22,520,692
24/10/15;138.38;138.62;131.29;133.92;36,300,069
17/10/15;143.26;143.37;133.17;138.32;43,853,027
10/10/15;145.70;145.87;142.05;143.78;18,259,185
03/10/15;139.41;146.41;139.41;145.69;20,351,186
26/09/15;138.07;139.30;134.38;138.22;20,880,565
19/09/15;139.00;140.52;135.71;139.02;17,591,628
12/09/15;140.89;143.10;137.65;138.15;21,675,003
05/09/15;139.45;142.49;138.15;140.89;14,558,124
29/08/15;140.90;141.87;135.61;137.38;22,407,099
